94.6569	33.6689
99.9694	25.6064
101.9069	21.4189
102.0319	19.6689
99.0944	26.0439
100.3444	21.9814
99.9069	26.6689
99.9694	23.1689
101.4069	19.4814
96.4694	31.3564
100.6569	23.7314
102.0319	21.7939
99.7194	19.4189
100.3444	20.6064
95.6569	31.9814
95.0944	32.3564
97.9069	30.2939
100.2819	24.0439
97.2819	31.3564
100.5319	23.4189
101.0319	20.6064
99.3444	26.8564
99.5319	26.4814
100.7194	20.6689
94.4694	32.4814
99.3444	27.1689
100.2819	19.8564
100.6569	22.1689
99.3444	23.4814
101.3444	22.4814
97.5319	30.7939
100.3444	23.9189
101.0944	22.9814
100.2194	19.8564
95.2194	33.3564
100.9694	22.4814
99.8444	21.4814
96.8444	32.1689
100.4069	23.9189
96.9694	32.1689
98.2194	29.9814
101.0319	21.6689
101.7819	22.1689
97.3444	31.6689
100.0944	24.6064
100.2819	23.1064
100.4069	21.3564
99.8444	20.1689
99.7194	20.3564
99.8444	24.3564
99.5944	21.1064
98.1569	30.0439
101.0319	22.0439
101.5319	21.2314
99.9694	19.4814
99.7194	21.7314
99.9694	23.3564
100.0319	21.4814
95.5944	31.7314
99.0944	26.6689
102.0319	21.6689
101.2819	21.1064
99.3444	26.6689
100.4069	23.5439
99.9069	19.8564
100.2194	23.7939
100.6569	20.4814
96.0944	32.3564
94.4694	33.1064
96.3444	32.3564
100.2194	21.5439
100.7194	21.1689
101.0319	19.6689
99.4069	26.0439
100.6569	22.1064
99.5944	25.2314
99.9694	22.0439
99.4694	25.5439
100.2819	23.4189
100.1569	21.3564
101.7819	20.5439
96.2194	32.4189
97.0944	31.7939
101.1569	19.6689
101.8444	20.8564
100.9694	21.6064
98.0944	30.7314
99.0944	26.5439
99.9694	20.3564
99.7819	24.7314
101.0319	21.8564
95.0944	33.3564
100.5319	22.1689
100.0319	21.3564
97.1569	31.6689
95.6569	33.1064
99.6569	26.2314
99.2194	26.1064
100.0319	24.4189
101.1569	20.4814
96.9069	31.9814
101.7819	21.0439
99.7819	19.9189
100.6569	20.9814
99.9694	21.4814
95.9069	31.6689
100.5319	21.1064
97.0944	31.4189
96.0319	32.3564
97.1569	31.6064
99.4694	25.2939
96.5319	31.7314
98.2194	29.4814
99.4069	20.7939
94.7819	32.6064
101.3444	19.1689
95.6569	31.7939
